dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.cycle;custom.periodicity;custom.test-meta;datasetid
;;;;;;;;;;;;;;;;;Liste des passages à niveau;"<p>Liste des passages à niveau du Réseau Ferré National.</p><p>Ce jeu de données liste les passages à niveau du réseau. Les types de passage à niveau sont précisés dans le fichier joint. Le fichier précise si les passages à niveau sont équipés de barrières ou non, de signalisation automatique lumineuse (SAL), sur des passages publics ou privés.</p><p>Ce jeu publie les données en l’état des bases à la date de publication. Une mise en qualité a été réalisée permettant une géolocalisation de plus de 90% des passages à niveaux à moins d’un mètre. Les coordonnées de chaque PN sont au centre géographique du croisement de chaque route avec chaque ligne ferroviaire.</p><p>Les coordonnées sont en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Les passages à niveau dont le franchissement est difficile pour  les véhicules surbaissés sont identifiés pour un « Oui » dans la colonne ""Franchissement difficile pour véhicules surbaissés"".</p>
<table>
<tbody>
<tr>
	<td>
		   Classe
	</td>
	<td>
		Définition
	</td>
</tr>
<tr>
	<td>
		10
	</td>
	<td>
		PN public   pour voitures sans barrières protection assurée par un agent
	</td>
</tr>
<tr>
	<td>
		11
	</td>
	<td>
		PN public   pour voitures avec barrières gardé sans passage piétons accolé manoeuvré à   pied d'œuvre
	</td>
</tr>
<tr>
	<td>
		12
	</td>
	<td>
		PN public   pour voitures avec barrières gardé sans passage piétons accolé manoeuvré à   distance
	</td>
</tr>
<tr>
	<td>
		13
	</td>
	<td>
		PN public   pour voitures avec barrières gardé sans passage piétons accolé manoeuvré à pied   d'oeuvre et distance
	</td>
</tr>
<tr>
	<td>
		14
	</td>
	<td>
		PN public   pour voitures avec barrières gardé avec passage piétons accolé manoeuvré à   pied d'œuvre
	</td>
</tr>
<tr>
	<td>
		15
	</td>
	<td>
		PN public   pour voitures avec barrières gardé avec passage piétons accolé manoeuvré à   distance
	</td>
</tr>
<tr>
	<td>
		16
	</td>
	<td>
		PN public   pour voitures avec barrières gardé avec passage piétons accolé manoeuvré à   pied d'oeuvre distance
	</td>
</tr>
<tr>
	<td>
		17
	</td>
	<td>
		PN public   pour voitures avec barrières ou 1/2 barrières non gardé à SAL 2 et SAL 2B
	</td>
</tr>
<tr>
	<td>
		18
	</td>
	<td>
		PN public   pour voitures avec barrières ou 1/2 barrières non gardé à SAL 2 + ilot   séparateur
	</td>
</tr>
<tr>
	<td>
		19
	</td>
	<td>
		PN public   pour voitures avec barrières ou 1/2 barrières non gardé à SAL 4
	</td>
</tr>
<tr>
	<td>
		20
	</td>
	<td>
		PN public   pour voitures sans barrières sans SAL
	</td>
</tr>
<tr>
	<td>
		21
	</td>
	<td>
		PN public   pour voitures sans barrières avec SAL 0
	</td>
</tr>
<tr>
	<td>
		31
	</td>
	<td>
		PN public   isolé pour piétons sans portillons
	</td>
</tr>
<tr>
	<td>
		32
	</td>
	<td>
		PN public   isolé pour piétons avec portillons
	</td>
</tr>
<tr>
	<td>
		41
	</td>
	<td>
		PN privé   pour voitures sans barrières
	</td>
</tr>
<tr>
	<td>
		42
	</td>
	<td>
		PN privé   pour voitures avec barrières sans passage piétons accolé
	</td>
</tr>
<tr>
	<td>
		43
	</td>
	<td>
		PN privé pour   voitures avec barrières avec passage piétons accolé public
	</td>
</tr>
<tr>
	<td>
		44
	</td>
	<td>
		PN privé   pour voitures avec barrières avec passage piétons accolé privé
	</td>
</tr>
<tr>
	<td>
		45
	</td>
	<td>
		PN privé   isolé pour piétons sans portillons
	</td>
</tr>
<tr>
	<td>
		46
	</td>
	<td>
		PN privé   isolé pour piétons avec portillons
	</td>
</tr>
<tr>
	<td>
		0
	</td>
	<td>
		PN   secondaire : Un PN peut être localisé sur plusieurs lignes et possède une   identification différente sur chacune des lignes où il est localisé. Une des   identifications, appelée PN père, porte la classe du PN (classe 10 à classe   46). Les autres identifications, appelées PN secondaires, portent la classe   00. La référence au PN père est indiquée dans le libellé d’obstacle des PN   secondaires sous la forme suivante :<br/>
		   &lt;libellé du PN père&gt; &lt;code ligne du PN père&gt; &lt;PK du PN père   &gt;</td>
</tr>
</tbody>
</table>";Réseau;SNCF RESEAU,Passages à niveau,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:18:05+00:00;True;False;2024-03-28T15:32:46+00:00;2025-09-19T01:10:09.313000+00:00;world;True;World;Point;"{""coordinates"": [[[8.183829495683312, 51.076102587394416], [-4.4594271294772625, 51.076102587394416], [-4.4594271294772625, 42.4204138526693], [8.183829495683312, 42.4204138526693], [8.183829495683312, 51.076102587394416]]], ""type"": ""Polygon""}";SNCF Réseau;;17387;;;;;;;True;datasncf;;;Annuelle;;liste-des-passages-a-niveau
2017-01-13;2017-01-13;;;;;Annuelle;;;;;;;;;;;Effectifs disponibles SNCF depuis 1851;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Effectifs dis<span style=""color: rgb(51, 51, 51);"">ponibles en moyenne annuelle du Groupe Public Ferroviaire SNCF (hors filiales) depuis 1851.</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><u>Précisions :</u><br></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-family: inherit;"">Le nombre d'« </span><span style=""font-family: inherit; font-weight: bolder;""><em>agents disponibles</em></span><span style=""font-family: inherit;""> » correspond au nombre d’agents en équivalent temps plein mis à disposition de l’entité pour le mois considéré. Le calcul tient compte à la fois du pourcentage d’utilisation repris dans le contrat du travail et du nombre de jours travaillés durant le mois.</span></p>

<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""color: rgb(51, 51, 51);"">- Avant 1937, l'effectif proposé correspond à l'effectif agrégé de différentes compagnies ferroviaires.</span><br></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1939 à 1945 : non compris les agents du cadre permanent mobilisés.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1940 à 1944 : non compris le personnel des lignes d'Alsace et de Lorraine.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1970 : y compris les services de messageries et de transports routiers.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1990 : inclusion des contractuels à temps partiel, décomptés en équivalents temps plein (soit 4 848 agents équivalent temps plein en 1990.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1998 : l'effectif de gestion (suivi en comptabilité) remplace l'effectif à disposition.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1998 à 2005 : y compris emplois jeunes</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- février 2000 : filialisation du SERNAM</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 2007 : l'effectif disponible remplace l'effectif de gestion.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;"">- 2015 : hors RFF du 1er janvier au 30 juin 2015</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;""><br></p>";Informations institutionnelles et financières;effectifs,ressources humaines;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-01-19T14:08:54+00:00;False;False;2025-04-01T17:40:57+00:00;2025-04-01T18:20:30.458000+00:00;world_fr;True;France;;;SNCF;;170;;;;;;;False;;;;Annuelle;;effectifs-disponibles-sncf-depuis-1851
;;;;;;;;;;;;;;;;;Tarifs TER Hauts-de-France;"<p>Tarification des trains TER Hauts-de-France en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde </span>classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/hauts-de-france"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/hauts-de-france</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-02-28T18:31:55+00:00;False;True;2025-02-28T18:31:55+00:00;2025-09-19T04:30:18.103000+00:00;;False;;;;SNCF Voyageurs;;3932;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-hdf
;;;;;;;;;;;;;;;;;Tarifs TER Normandie;"<p>Tarification des trains TER Normandie en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde</span> classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/normandie"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/normandie</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-03-10T09:58:47+00:00;False;True;2025-03-10T09:58:47+00:00;2025-09-19T04:30:17.058000+00:00;;False;;;;SNCF Voyageurs;;665;;;;;;;True;datasncf;;;Annuelle;;tarifs-ter-norm
;;;;;;;;;;;;;;;;;Equipements d’accessibilité en gare;"<p class=""MsoNormal""><span style=""font-size: 12pt; font-family: Arial, sans-serif; color: rgb(62, 62, 64); background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Liste des équipements d’accessibilité recensés
dans les gares SNCF pour améliorer l’accessibilité des clients.<u5:p></u5:p></span><o:p></o:p></p><p>



<u5:p></u5:p><u5:p></u5:p></p><p class=""MsoNormal""><span style='font-size:12.0pt;font-family:""Arial"",sans-serif;
color:#3E3E40;background:white'>Cette liste est mise à jour au fur et à mesure.
Ces informations ne sont donc pas encore disponibles pour toutes les gares.</span><o:p></o:p></p>";Equipements et services en gares,Gares;Gares,Accessibilité,Equipement;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2021-12-21T08:23:03+00:00;False;False;2021-12-16T15:35:52+00:00;2021-12-21T08:27:24.048000+00:00;world_fr;True;France;;;Gares & Connexions;;1717;;;;;;;False;;;;Irrégulière;;equipements-accessibilite-en-gares
2014-07-09;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;;Effectifs SNCF par collège;"<p>Nombre total d'agents SNCF figurant à l'effectif réel au 31 décembre depuis 2010.</p><ul><li>""Collège"" : classification selon les collèges de représentation du personnel, à savoir “exécution”, “maîtrise” et “cadre”.</li><li>“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li><li>Le personnel roulant comprend les agents de conduite (« exécution roulants conduite ») et les chefs de bord (“exécution roulants trains »).</li></ul><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p>";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-11-12T13:44:01+00:00;False;True;2024-11-12T13:44:01+00:00;2024-11-12T13:44:01.211000+00:00;world_fr;True;France;;;SNCF;;151;;;;;;;False;;;;Annuelle;;nombre-total-agents-effectifs
;;;;;;;;;;;;;;;;;Liste des lignes électrifiées;<p>Liste des lignes électrifiées du Réseau Ferré National par type d’électrification.</p><p>Les portions de ligne électrifiées du réseau sont listées dans ce jeu de données.</p><p>Une ligne du fichier correspond à une portion du réseau électrifiée de la même manière. </p><p>Les portions non électrifiées ne sont pas listées.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées.</p><p>Dernière mise à jour : 28/03/2024<br></p>;Description du réseau;SNCF RESEAU,Lignes,Infrastructure,Electrification,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:33:41+00:00;True;True;2024-03-28T15:14:56+00:00;2025-09-19T01:11:19.527000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[7.801066618412733, 51.03914505802095], [-4.479243038222194, 51.03914505802095], [-4.479243038222194, 42.41992828901857], [7.801066618412733, 42.41992828901857], [7.801066618412733, 51.03914505802095]]], ""type"": ""Polygon""}";SNCF Réseau;;594;;;;;;;True;datasncf;;;Annuelle;;liste-des-lignes-electrifiees
;;;;;;;;;;;;;;;;;Caractéristique des voies et déclivité;"<p>Liste des caractéristiques de voies de type déclivité du réseau ferré.</p><p>Ce jeu de donnée liste les portions de voies du réseau pour lesquelles un mesure de déclivité a été réalisées.</p><p>La déclivité est exprimée dans le sens des PK croissants, en mm/m. Elle peut décrire une rampe (déclivité positive), un palier (déclivité nulle) ou une pente (déclivité négative). </p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 18/04/2023<br/></p>";Description du réseau;SNCF RESEAU,Voies,Infrastructure,Déclivité,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:15:10+00:00;True;False;2023-04-28T14:21:29+00:00;2025-09-19T01:10:27.515000+00:00;world;True;World;Point;"{""coordinates"": [[[8.190954700112343, 50.681027825921774], [-4.469866706058383, 50.681027825921774], [-4.469866706058383, 42.4200893053785], [8.190954700112343, 42.4200893053785], [8.190954700112343, 50.681027825921774]]], ""type"": ""Polygon""}";SNCF Réseau;;98869;;;;;;;True;datasncf;;;Annuelle;;caracteristique-des-voies-et-declivite
;;;;;;;;;;;;;;;;;Liste des triages;"<p>Liste des triages du Réseau Ferré National.</p><p>Ce jeu de donnée liste les triages du réseau.</p><p>Certains triages ont été déclassés et se retrouvent dans la liste des chantiers (établissements qui font du triage).</p><p>Ces objets sont localisés par leur point d’entrée sur le réseau. Ils peuvent être de ce fait localisés soit directement sur une ligne, soit sur un autre objet (lui-même localisé sur une ligne).</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes.</p><p>Les coordonnées sont exprimées en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 28/03/2024<br></p>";Description du réseau;SNCF RESEAU,Triages,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:34:09+00:00;True;True;2024-03-28T16:18:48+00:00;2025-09-19T01:10:55.522000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[7.723379619419575, 51.00722777657211], [-1.6634769458323717, 51.00722777657211], [-1.6634769458323717, 42.68342753872275], [7.723379619419575, 42.68342753872275], [7.723379619419575, 51.00722777657211]]], ""type"": ""Polygon""}";SNCF Réseau;;98;;;;;;;True;datasncf;;;Annuelle;;liste-des-triages
;;;;;;;;;;;;;;;;;Interceptions programmées sur ligne;<p>Ce jeu de données ouvre les données de Transparence Travaux : nombre d’interceptions programmées par type sur le RFN par zone de responsabilité d’un Infrapôle et par ligne.</p><p>La carte mise à jour chaque semaine à destination du grand public est disponible sur sncf-reseau.fr</p>;Réseau;SNCF RESEAU,Interceptions,Famille de travaux;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-25T14:00:02+00:00;True;True;2025-02-07T10:00:03+00:00;2025-09-19T01:11:29.528000+00:00;world_fr;True;France;;;SNCF Réseau;;482;;;;;;;True;datasncf;;;Annuelle;;interceptions-programmees-sur-ligne
;;;;;;;;;;;;;;;;;Information GES;<p>SNCF Voyageurs publie sa méthodologie de calcul de quantité de gaz à effet de serre (GES) émise à l'occasion d'une prestation de transport, conformément à l'article L1431.3 du Code des Transports.</p><p>Cette note méthodologique indique les valeurs d'émissions CO2e en vigueur pour chacune des activités ferroviaires de voyageurs en France ainsi que les valeurs des autres modes de transport (routier, aérien) pour comparaison.</p><p>La version en vigueur a été actualisée en octobre 2024. Elle est disponible en français et en anglais.</p><p>Elle s'accompagne d'une note explicative sur le comparateur modal des transports, qui décrit comment SNCF Voyageurs compare les différents modes de transport sur la base de leurs émissions de CO2e.</p><p><br></p>;Informations institutionnelles et financières;RSE,GES,empreinte carbone,CO2;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2024-10-28T08:00:00+00:00;False;False;;2025-09-19T04:30:13.393000+00:00;world_fr;False;France;;;SNCF Voyageurs;;0;;;;;;;True;datasncf;ANNUAL;;Annuelle;;info-ges
